HomeTeam,AwayTeam,FTHG,FTAG,FTR
Corinthians,Vasco,3,0,H
Atletico-MG,Sao Paulo,3,1,H
Fluminense,Gremio,1,0,H
Palmeiras,Athletico-PR,0,1,A
Coritiba,Goias,1,1,D
Joinville,Avai,2,0,H
Internacional,Chapecoense,0,0,D
Figueirense,Ponte Preta,3,1,H
Flamengo,Santos,2,2,D
Sport,Cruzeiro,0,0,D
Avai,Fluminense,1,0,H
Santos,Coritiba,3,0,H
Athletico-PR,Sport,1,1,D
Vasco,Joinville,0,0,D
Ponte Preta,Flamengo,1,0,H
Cruzeiro,Palmeiras,2,1,H
Goias,Atletico-MG,0,0,D
Sao Paulo,Corinthians,1,1,D
Gremio,Internacional,5,0,H
Chapecoense,Figueirense,2,2,D
Flamengo,Athletico-PR,3,2,H
Coritiba,Palmeiras,2,1,H
Santos,Vasco,1,0,H
Goias,Chapecoense,0,0,D
Figueirense,Sao Paulo,0,2,A
Internacional,Fluminense,1,0,H
Corinthians,Sport,4,3,H
Ponte Preta,Avai,2,0,H
Atletico-MG,Gremio,0,2,A
Joinville,Cruzeiro,3,0,H
Vasco,Coritiba,0,1,A
Athletico-PR,Santos,0,0,D
Sao Paulo,Goias,0,3,A
Palmeiras,Flamengo,4,2,H
Fluminense,Figueirense,2,1,H
Cruzeiro,Internacional,0,0,D
Sport,Ponte Preta,1,1,D
Avai,Corinthians,1,2,A
Gremio,Joinville,2,1,H
Chapecoense,Atletico-MG,2,1,H
Goias,Vasco,3,0,H
Santos,Avai,5,2,H
Figueirense,Sport,2,1,H
Coritiba,Chapecoense,1,0,H
Ponte Preta,Gremio,0,0,D
Joinville,Fluminense,2,1,H
Internacional,Athletico-PR,2,0,H
Corinthians,Cruzeiro,3,0,H
Flamengo,Sao Paulo,2,1,H
Atletico-MG,Palmeiras,2,1,H
Vasco,Figueirense,0,1,A
Sao Paulo,Ponte Preta,3,0,H
Gremio,Coritiba,0,0,D
Avai,Internacional,3,0,H
Palmeiras,Joinville,3,2,H
Fluminense,Atletico-MG,1,2,A
Sport,Flamengo,0,1,A
Chapecoense,Corinthians,1,3,A
Cruzeiro,Santos,0,1,A
Athletico-PR,Goias,3,0,H
Ponte Preta,Cruzeiro,1,2,A
Internacional,Vasco,6,0,H
Joinville,Sao Paulo,0,0,D
Atletico-MG,Athletico-PR,0,1,A
Flamengo,Avai,3,0,H
Goias,Palmeiras,1,0,H
Corinthians,Fluminense,2,0,H
Coritiba,Sport,0,0,D
Santos,Chapecoense,3,1,H
Figueirense,Gremio,0,2,A
Sao Paulo,Internacional,2,0,H
Vasco,Atletico-MG,1,2,A
Athletico-PR,Joinville,0,0,D
Cruzeiro,Figueirense,5,1,H
Chapecoense,Ponte Preta,0,0,D
Gremio,Goias,2,1,H
Palmeiras,Corinthians,3,3,D
Fluminense,Flamengo,1,3,A
Avai,Coritiba,0,2,A
Sport,Santos,1,1,D
Ponte Preta,Vasco,0,1,A
Atletico-MG,Avai,2,0,H
Internacional,Palmeiras,1,0,H
Figueirense,Athletico-PR,1,1,D
Santos,Sao Paulo,3,0,H
Corinthians,Gremio,1,1,D
Coritiba,Fluminense,1,1,D
Goias,Sport,1,0,H
Joinville,Chapecoense,0,0,D
Flamengo,Cruzeiro,2,0,H
Coritiba,Internacional,0,1,A
Palmeiras,Figueirense,2,0,H
Corinthians,Joinville,3,0,H
Ponte Preta,Santos,3,1,H
Cruzeiro,Atletico-MG,1,1,D
Gremio,Sao Paulo,1,2,A
Chapecoense,Flamengo,1,3,A
Vasco,Athletico-PR,2,0,H
Sport,Fluminense,1,0,H
Avai,Goias,2,1,H
Goias,Ponte Preta,1,2,A
Joinville,Sport,1,1,D
Fluminense,Palmeiras,1,4,A
Athletico-PR,Gremio,1,2,A
Figueirense,Avai,0,1,A
Santos,Atletico-MG,4,0,H
Internacional,Corinthians,2,1,H
Cruzeiro,Vasco,2,2,D
Sao Paulo,Chapecoense,0,0,D
Flamengo,Coritiba,0,2,A
Internacional,Figueirense,1,1,D
Palmeiras,Gremio,3,2,H
Ponte Preta,Fluminense,3,1,H
Goias,Joinville,3,0,H
Corinthians,Santos,2,0,H
Atletico-MG,Flamengo,4,1,H
Vasco,Sport,2,1,H
Avai,Sao Paulo,2,1,H
Coritiba,Athletico-PR,2,0,H
Chapecoense,Cruzeiro,0,2,A
Fluminense,Goias,2,0,H
Gremio,Avai,3,1,H
Athletico-PR,Ponte Preta,1,2,A
Santos,Internacional,3,1,H
Flamengo,Vasco,1,2,A
Joinville,Atletico-MG,2,2,D
Figueirense,Corinthians,1,3,A
Sao Paulo,Palmeiras,1,1,D
Sport,Chapecoense,3,0,H
Cruzeiro,Coritiba,2,0,H
Internacional,Sport,2,1,H
Coritiba,Atletico-MG,0,3,A
Sao Paulo,Athletico-PR,1,0,H
Flamengo,Joinville,2,0,H
Avai,Vasco,1,1,D
Goias,Figueirense,2,3,A
Cruzeiro,Gremio,0,0,D
Ponte Preta,Corinthians,2,2,D
Santos,Fluminense,3,1,H
Chapecoense,Palmeiras,5,1,H
Atletico-MG,Internacional,2,1,H
Sport,Avai,3,0,H
Joinville,Coritiba,3,1,H
Figueirense,Flamengo,3,0,H
Palmeiras,Ponte Preta,0,1,A
Fluminense,Sao Paulo,2,0,H
Athletico-PR,Cruzeiro,2,2,D
Corinthians,Goias,3,0,H
Vasco,Chapecoense,1,1,D
Gremio,Santos,1,0,H
Avai,Palmeiras,1,3,A
Joinville,Figueirense,1,0,H
Cruzeiro,Fluminense,2,0,H
Ponte Preta,Coritiba,3,0,H
Athletico-PR,Corinthians,1,4,A
Sao Paulo,Vasco,2,2,D
Flamengo,Internacional,0,1,A
Gremio,Chapecoense,2,3,A
Santos,Goias,3,1,H
Sport,Atletico-MG,4,1,H
Fluminense,Athletico-PR,0,1,A
Internacional,Joinville,1,0,H
Figueirense,Santos,0,0,D
Palmeiras,Sport,0,2,A
Chapecoense,Avai,0,0,D
Corinthians,Flamengo,1,0,H
Vasco,Gremio,0,0,D
Coritiba,Sao Paulo,1,2,A
Goias,Cruzeiro,0,1,A
Atletico-MG,Ponte Preta,2,1,H
Sao Paulo,Sport,3,0,H
Avai,Cruzeiro,1,1,D
Ponte Preta,Joinville,1,0,H
Coritiba,Figueirense,1,1,D
Gremio,Flamengo,2,0,H
Atletico-MG,Corinthians,0,3,A
Chapecoense,Athletico-PR,0,0,D
Santos,Palmeiras,2,1,H
Vasco,Fluminense,0,1,A
Goias,Internacional,2,1,H
Internacional,Ponte Preta,1,0,H
Corinthians,Coritiba,2,1,H
Athletico-PR,Avai,2,1,H
Fluminense,Chapecoense,2,3,A
Flamengo,Goias,4,1,H
Cruzeiro,Sao Paulo,2,1,H
Figueirense,Atletico-MG,0,1,A
Palmeiras,Vasco,0,2,A
Joinville,Santos,0,0,D
Sport,Gremio,1,0,H
Cruzeiro,Sport,3,0,H
Goias,Coritiba,1,3,A
Ponte Preta,Figueirense,0,1,A
Athletico-PR,Palmeiras,3,3,D
Avai,Joinville,2,1,H
Gremio,Fluminense,1,0,H
Chapecoense,Internacional,1,0,H
Sao Paulo,Atletico-MG,4,2,H
Santos,Flamengo,0,0,D
Vasco,Corinthians,1,1,D
Palmeiras,Cruzeiro,1,1,D
Atletico-MG,Goias,2,2,D
Internacional,Gremio,1,0,H
Corinthians,Sao Paulo,6,1,H
Figueirense,Chapecoense,0,0,D
Joinville,Vasco,1,2,A
Flamengo,Ponte Preta,1,1,D
Fluminense,Avai,3,1,H
Coritiba,Santos,1,0,H
Sport,Athletico-PR,0,0,D
Sao Paulo,Figueirense,3,2,H
Fluminense,Internacional,1,1,D
Avai,Ponte Preta,1,0,H
Cruzeiro,Joinville,3,0,H
Gremio,Atletico-MG,2,1,H
Sport,Corinthians,2,0,H
Palmeiras,Coritiba,0,2,A
Chapecoense,Goias,1,3,A
Vasco,Santos,1,0,H
Athletico-PR,Flamengo,3,0,H
Joinville,Gremio,0,2,A
Flamengo,Palmeiras,1,2,A
Santos,Athletico-PR,5,1,H
Atletico-MG,Chapecoense,3,0,H
Ponte Preta,Sport,0,1,A
Internacional,Cruzeiro,2,0,H
Figueirense,Fluminense,1,0,H
Goias,Sao Paulo,0,1,A
Corinthians,Avai,1,1,D
Coritiba,Vasco,0,0,D
Flamengo,Sport,1,0,H
Palmeiras,Athletico-PR,4,0,H
Atletico-MG,Santos,1,0,H
Coritiba,Cruzeiro,1,0,H
Santa Cruz,Vitoria,4,1,H
Botafogo-RJ,Sao Paulo,0,1,A
America-MG,Fluminense,0,1,A
Figueirense,Ponte Preta,0,0,D
Corinthians,Gremio,0,0,D
Internacional,Chapecoense,0,0,D
Ponte Preta,Palmeiras,2,1,H
Fluminense,Santa Cruz,2,2,D
Cruzeiro,Figueirense,2,2,D
Santos,Coritiba,2,1,H
Athletico-PR,Atletico-MG,1,1,D
Vitoria,Corinthians,3,2,H
Chapecoense,America-MG,3,1,H
Sao Paulo,Internacional,1,2,A
Gremio,Flamengo,1,0,H
Sport,Botafogo-RJ,1,1,D
Figueirense,Santos,2,2,D
Botafogo-RJ,Athletico-PR,2,1,H
Flamengo,Chapecoense,2,2,D
America-MG,Vitoria,1,1,D
Santa Cruz,Cruzeiro,4,1,H
Coritiba,Sao Paulo,1,1,D
Palmeiras,Fluminense,2,0,H
Corinthians,Ponte Preta,3,0,H
Internacional,Sport,1,0,H
Atletico-MG,Gremio,0,3,A
Cruzeiro,America-MG,1,1,D
Athletico-PR,Figueirense,2,1,H
Chapecoense,Santa Cruz,1,1,D
Ponte Preta,Flamengo,1,2,A
Sport,Corinthians,0,2,A
Fluminense,Botafogo-RJ,1,0,H
Vitoria,Atletico-MG,1,1,D
Sao Paulo,Palmeiras,1,0,H
Gremio,Coritiba,2,0,H
Santos,Internacional,0,1,A
Internacional,Athletico-PR,1,0,H
Coritiba,Chapecoense,3,4,A
Santa Cruz,Sport,0,1,A
Corinthians,Santos,1,0,H
Atletico-MG,Fluminense,1,1,D
Botafogo-RJ,Cruzeiro,0,1,A
Figueirense,Sao Paulo,1,0,H
America-MG,Ponte Preta,1,2,A
Flamengo,Vitoria,1,0,H
Palmeiras,Gremio,4,3,H
Athletico-PR,Santa Cruz,1,0,H
Chapecoense,Fluminense,0,0,D
Corinthians,Coritiba,2,1,H
America-MG,Figueirense,1,0,H
Santos,Botafogo-RJ,3,0,H
Vitoria,Internacional,1,0,H
Sport,Atletico-MG,4,4,D
Gremio,Ponte Preta,1,0,H
Flamengo,Palmeiras,1,2,A
Cruzeiro,Sao Paulo,0,1,A
Internacional,America-MG,3,1,H
Ponte Preta,Chapecoense,2,1,H
Fluminense,Gremio,1,1,D
Sao Paulo,Athletico-PR,1,2,A
Botafogo-RJ,Vitoria,1,1,D
Coritiba,Sport,3,2,H
Atletico-MG,Cruzeiro,2,3,A
Palmeiras,Corinthians,1,0,H
Figueirense,Flamengo,1,0,H
Santa Cruz,Santos,0,2,A
Ponte Preta,Athletico-PR,3,2,H
Chapecoense,Gremio,3,3,D
Sao Paulo,Vitoria,2,0,H
Botafogo-RJ,America-MG,3,1,H
Santa Cruz,Figueirense,1,0,H
Santos,Sport,2,0,H
Coritiba,Palmeiras,2,2,D
Cruzeiro,Flamengo,0,1,A
Internacional,Atletico-MG,2,0,H
Fluminense,Corinthians,1,0,H
Palmeiras,Santa Cruz,3,1,H
Athletico-PR,Santos,1,0,H
America-MG,Coritiba,2,1,H
Atletico-MG,Ponte Preta,3,0,H
Vitoria,Chapecoense,1,2,A
Corinthians,Botafogo-RJ,3,1,H
Sport,Fluminense,2,1,H
Flamengo,Sao Paulo,2,2,D
Figueirense,Internacional,3,2,H
Gremio,Cruzeiro,2,0,H
Palmeiras,America-MG,2,0,H
Ponte Preta,Cruzeiro,0,4,A
Botafogo-RJ,Figueirense,0,0,D
Santa Cruz,Flamengo,0,1,A
Fluminense,Santos,2,4,A
Atletico-MG,Corinthians,2,1,H
Gremio,Vitoria,1,2,A
Chapecoense,Athletico-PR,0,0,D
Sao Paulo,Sport,0,0,D
Coritiba,Internacional,1,1,D
Cruzeiro,Palmeiras,2,1,H
Corinthians,Santa Cruz,2,1,H
America-MG,Atletico-MG,0,1,A
Flamengo,Fluminense,1,2,A
Vitoria,Ponte Preta,1,1,D
Internacional,Botafogo-RJ,2,3,A
Athletico-PR,Gremio,2,0,H
Santos,Sao Paulo,3,0,H
Figueirense,Coritiba,0,0,D
Sport,Chapecoense,5,1,H
Vitoria,Sport,3,2,H
Flamengo,Internacional,1,0,H
Gremio,Santos,3,2,H
Coritiba,Athletico-PR,1,0,H
Chapecoense,Cruzeiro,3,2,H
America-MG,Corinthians,0,2,A
Sao Paulo,Fluminense,2,1,H
Palmeiras,Figueirense,4,0,H
Santa Cruz,Ponte Preta,0,3,A
Atletico-MG,Botafogo-RJ,5,3,H
Fluminense,Coritiba,0,0,D
Athletico-PR,America-MG,1,0,H
Cruzeiro,Vitoria,2,2,D
Internacional,Gremio,0,1,A
Corinthians,Flamengo,4,0,H
Santos,Chapecoense,3,0,H
Ponte Preta,Sao Paulo,1,0,H
Botafogo-RJ,Santa Cruz,2,1,H
Figueirense,Atletico-MG,1,1,D
Sport,Palmeiras,1,3,A
Chapecoense,Corinthians,0,2,A
Coritiba,Botafogo-RJ,0,0,D
Ponte Preta,Sport,2,1,H
Gremio,Figueirense,2,1,H
Flamengo,Atletico-MG,2,0,H
Sao Paulo,America-MG,3,0,H
Santa Cruz,Internacional,1,0,H
Vitoria,Fluminense,0,0,D
Cruzeiro,Athletico-PR,0,3,A
Palmeiras,Santos,1,1,D
Botafogo-RJ,Flamengo,3,3,D
Santos,Ponte Preta,3,1,H
America-MG,Santa Cruz,0,3,A
Figueirense,Chapecoense,1,1,D
Fluminense,Cruzeiro,2,0,H
Corinthians,Sao Paulo,1,1,D
Internacional,Palmeiras,0,1,A
Athletico-PR,Vitoria,1,1,D
Sport,Gremio,4,2,H
Atletico-MG,Coritiba,2,1,H
Corinthians,Figueirense,1,1,D
Santa Cruz,Coritiba,0,1,A
Palmeiras,Atletico-MG,0,1,A
Ponte Preta,Internacional,2,2,D
Chapecoense,Botafogo-RJ,2,1,H
Gremio,Sao Paulo,1,0,H
Cruzeiro,Sport,1,2,A
Athletico-PR,Fluminense,1,0,H
Vitoria,Santos,2,3,A
Flamengo,America-MG,2,1,H
Figueirense,Vitoria,1,0,H
Sport,Athletico-PR,2,0,H
Atletico-MG,Santa Cruz,3,0,H
Fluminense,Ponte Preta,3,0,H
Sao Paulo,Chapecoense,2,2,D
Coritiba,Flamengo,0,2,A
Internacional,Corinthians,0,1,A
Santos,Cruzeiro,2,0,H
Botafogo-RJ,Palmeiras,3,1,H
America-MG,Gremio,0,0,D
Vitoria,Coritiba,3,1,H
Sport,America-MG,1,1,D
Santos,Flamengo,0,0,D
Athletico-PR,Corinthians,2,0,H
Ponte Preta,Botafogo-RJ,2,0,H
Gremio,Santa Cruz,0,0,D
Sao Paulo,Atletico-MG,1,2,A
Cruzeiro,Internacional,4,2,H
Chapecoense,Palmeiras,1,1,D
Flamengo,Athletico-PR,1,0,H
America-MG,Santos,1,0,H
Palmeiras,Vitoria,2,1,H
Coritiba,Ponte Preta,3,1,H
Santa Cruz,Sao Paulo,1,2,A
Internacional,Fluminense,2,2,D
Figueirense,Sport,1,1,D
Atletico-MG,Chapecoense,3,1,H
Corinthians,Cruzeiro,1,1,D
Sport,Flamengo,1,0,H
Ponte Preta,Figueirense,2,0,H
Fluminense,America-MG,1,0,H
Gremio,Corinthians,3,0,H
Vitoria,Santa Cruz,2,2,D
Cruzeiro,Coritiba,2,2,D
Santos,Atletico-MG,3,0,H
Sao Paulo,Botafogo-RJ,0,1,A
Athletico-PR,Palmeiras,0,1,A
Chapecoense,Internacional,1,0,H
America-MG,Chapecoense,1,2,A
Botafogo-RJ,Sport,3,0,H
Atletico-MG,Athletico-PR,1,0,H
Flamengo,Gremio,2,1,H
Palmeiras,Ponte Preta,2,2,D
Santa Cruz,Fluminense,0,1,A
Internacional,Sao Paulo,1,1,D
Coritiba,Santos,2,1,H
Figueirense,Cruzeiro,1,2,A
Corinthians,Vitoria,2,1,H
Ponte Preta,Corinthians,2,0,H
Santos,Figueirense,0,1,A
Cruzeiro,Santa Cruz,2,0,H
Gremio,Atletico-MG,1,1,D
Fluminense,Palmeiras,0,2,A
Sao Paulo,Coritiba,0,0,D
Chapecoense,Flamengo,1,3,A
Sport,Internacional,1,1,D
Vitoria,America-MG,2,1,H
Athletico-PR,Botafogo-RJ,1,0,H
Fluminense,Figueirense,3,2,H
Botafogo-RJ,Gremio,2,1,H
Santa Cruz,Chapecoense,2,2,D
Botafogo-RJ,Fluminense,1,0,H
Figueirense,Athletico-PR,1,0,H
Atletico-MG,Vitoria,2,1,H
Palmeiras,Sao Paulo,2,1,H
Coritiba,Gremio,4,0,H
Flamengo,Ponte Preta,2,1,H
Corinthians,Sport,3,0,H
America-MG,Cruzeiro,0,2,A
Internacional,Santos,2,1,H
Vitoria,Flamengo,1,2,A
Sao Paulo,Figueirense,3,1,H
Chapecoense,Coritiba,1,0,H
Cruzeiro,Botafogo-RJ,0,2,A
Athletico-PR,Internacional,2,1,H
Sport,Santa Cruz,5,3,H
Santos,Corinthians,2,1,H
Gremio,Palmeiras,0,0,D
Ponte Preta,America-MG,1,1,D
Fluminense,Atletico-MG,4,2,H
Botafogo-RJ,Santos,0,1,A
Figueirense,America-MG,2,2,D
Santa Cruz,Athletico-PR,1,0,H
Ponte Preta,Gremio,3,0,H
Coritiba,Corinthians,1,1,D
Palmeiras,Flamengo,1,1,D
Fluminense,Chapecoense,1,2,A
Atletico-MG,Sport,1,0,H
Internacional,Vitoria,0,1,A
Sao Paulo,Cruzeiro,1,0,H
Corinthians,Palmeiras,0,2,A
Flamengo,Figueirense,2,0,H
Cruzeiro,Atletico-MG,1,1,D
Gremio,Fluminense,0,1,A
Athletico-PR,Sao Paulo,1,0,H
Sport,Coritiba,0,1,A
Chapecoense,Ponte Preta,2,2,D
Santos,Santa Cruz,3,2,H
Vitoria,Botafogo-RJ,0,1,A
America-MG,Internacional,1,0,H
Palmeiras,Coritiba,2,1,H
Sport,Santos,1,0,H
America-MG,Botafogo-RJ,1,0,H
Athletico-PR,Ponte Preta,3,0,H
Figueirense,Santa Cruz,3,1,H
Vitoria,Sao Paulo,2,0,H
Corinthians,Fluminense,0,1,A
Gremio,Chapecoense,1,0,H
Flamengo,Cruzeiro,2,1,H
Atletico-MG,Internacional,3,1,H
Fluminense,Sport,3,1,H
Sao Paulo,Flamengo,0,0,D
Chapecoense,Vitoria,1,4,A
Santos,Athletico-PR,2,0,H
Botafogo-RJ,Corinthians,2,0,H
Ponte Preta,Atletico-MG,1,2,A
Cruzeiro,Gremio,1,0,H
Internacional,Figueirense,1,0,H
Santa Cruz,Palmeiras,2,3,A
Coritiba,America-MG,3,0,H
Vitoria,Gremio,0,1,A
Athletico-PR,Chapecoense,3,1,H
Corinthians,Atletico-MG,0,0,D
Santos,Fluminense,2,1,H
Sport,Sao Paulo,1,1,D
Internacional,Coritiba,1,0,H
Cruzeiro,Ponte Preta,2,0,H
Flamengo,Santa Cruz,3,0,H
America-MG,Palmeiras,0,2,A
Figueirense,Botafogo-RJ,0,1,A
Chapecoense,Sport,3,0,H
Coritiba,Figueirense,0,0,D
Santa Cruz,Corinthians,2,4,A
Botafogo-RJ,Internacional,1,0,H
Ponte Preta,Vitoria,2,0,H
Atletico-MG,America-MG,3,0,H
Palmeiras,Cruzeiro,0,0,D
Gremio,Athletico-PR,1,0,H
Fluminense,Flamengo,1,2,A
Sao Paulo,Santos,0,1,A
Botafogo-RJ,Atletico-MG,3,2,H
Cruzeiro,Chapecoense,0,0,D
Athletico-PR,Coritiba,2,0,H
Internacional,Flamengo,2,1,H
Figueirense,Palmeiras,1,2,A
Corinthians,America-MG,2,0,H
Ponte Preta,Santa Cruz,3,0,H
Sport,Vitoria,1,0,H
Santos,Gremio,1,1,D
Fluminense,Sao Paulo,1,2,A
Santa Cruz,Botafogo-RJ,0,1,A
Sao Paulo,Ponte Preta,2,0,H
Flamengo,Corinthians,2,2,D
Vitoria,Cruzeiro,0,1,A
Palmeiras,Sport,2,1,H
Gremio,Internacional,0,0,D
Coritiba,Fluminense,1,1,D
Atletico-MG,Figueirense,3,0,H
Chapecoense,Santos,0,1,A
America-MG,Athletico-PR,1,0,H
Sport,Ponte Preta,1,0,H
Fluminense,Vitoria,2,2,D
Atletico-MG,Flamengo,2,2,D
Corinthians,Chapecoense,1,1,D
Athletico-PR,Cruzeiro,1,0,H
Botafogo-RJ,Coritiba,0,0,D
Internacional,Santa Cruz,1,1,D
Figueirense,Gremio,0,0,D
Santos,Palmeiras,1,0,H
America-MG,Sao Paulo,1,0,H
Flamengo,Botafogo-RJ,0,0,D
Sao Paulo,Corinthians,4,0,H
Ponte Preta,Santos,1,2,A
Santa Cruz,America-MG,1,0,H
Palmeiras,Internacional,1,0,H
Vitoria,Athletico-PR,3,2,H
Cruzeiro,Fluminense,4,2,H
Coritiba,Atletico-MG,2,0,H
Chapecoense,Figueirense,1,0,H
Gremio,Sport,0,3,A
Fluminense,Athletico-PR,1,1,D
Botafogo-RJ,Chapecoense,0,2,A
Coritiba,Santa Cruz,1,0,H
Sport,Cruzeiro,0,1,A
America-MG,Flamengo,0,1,A
Figueirense,Corinthians,1,1,D
Santos,Vitoria,3,2,H
Sao Paulo,Gremio,1,1,D
Internacional,Ponte Preta,1,1,D
Atletico-MG,Palmeiras,1,1,D
Vitoria,Figueirense,4,0,H
Cruzeiro,Santos,2,2,D
Palmeiras,Botafogo-RJ,1,0,H
Gremio,America-MG,3,0,H
Ponte Preta,Fluminense,1,0,H
Athletico-PR,Sport,2,0,H
Flamengo,Coritiba,2,2,D
Chapecoense,Sao Paulo,2,0,H
Santa Cruz,Atletico-MG,3,3,D
Corinthians,Internacional,1,0,H
Botafogo-RJ,Ponte Preta,1,1,D
America-MG,Sport,2,2,D
Corinthians,Athletico-PR,0,0,D
Internacional,Cruzeiro,1,0,H
Atletico-MG,Sao Paulo,1,2,A
Flamengo,Santos,2,0,H
Palmeiras,Chapecoense,1,0,H
Santa Cruz,Gremio,5,1,H
Figueirense,Fluminense,1,0,H
Coritiba,Vitoria,0,1,A
Cruzeiro,Corinthians,3,2,H
Fluminense,Internacional,1,1,D
Gremio,Botafogo-RJ,0,1,A
Sao Paulo,Santa Cruz,5,0,H
Athletico-PR,Flamengo,0,0,D
Vitoria,Palmeiras,1,2,A
Ponte Preta,Coritiba,2,0,H
Santos,America-MG,1,0,H
Sport,Figueirense,2,0,H
Flamengo,Atletico-MG,1,1,D
Corinthians,Chapecoense,1,1,D
Fluminense,Santos,3,2,H
Cruzeiro,Sao Paulo,1,0,H
Ponte Preta,Sport,4,0,H
Avai,Vitoria,0,0,D
Bahia,Athletico-PR,6,2,H
Palmeiras,Vasco,4,0,H
Gremio,Botafogo-RJ,2,0,H
Coritiba,Atletico-GO,4,1,H
Santos,Coritiba,1,0,H
Atletico-GO,Flamengo,0,3,A
Chapecoense,Palmeiras,1,0,H
Vasco,Bahia,2,1,H
Vitoria,Corinthians,0,1,A
Athletico-PR,Gremio,0,2,A
Atletico-MG,Fluminense,1,2,A
Botafogo-RJ,Ponte Preta,2,0,H
Sport,Cruzeiro,1,1,D
Sao Paulo,Avai,2,0,H
Vasco,Fluminense,3,2,H
Sao Paulo,Palmeiras,2,0,H
Vitoria,Coritiba,0,1,A
Atletico-MG,Ponte Preta,2,2,D
Athletico-PR,Flamengo,1,1,D
Atletico-GO,Corinthians,0,1,A
Santos,Cruzeiro,0,1,A
Sport,Gremio,4,3,H
Botafogo-RJ,Bahia,1,0,H
Chapecoense,Avai,2,0,H
Coritiba,Athletico-PR,1,0,H
Fluminense,Vitoria,2,1,H
Corinthians,Santos,2,0,H
Avai,Sport,1,0,H
Flamengo,Botafogo-RJ,0,0,D
Gremio,Vasco,2,0,H
Palmeiras,Atletico-MG,0,0,D
Ponte Preta,Sao Paulo,1,0,H
Cruzeiro,Chapecoense,0,2,A
Bahia,Atletico-GO,3,0,H
Fluminense,Athletico-PR,1,1,D
Atletico-MG,Avai,1,0,H
Coritiba,Palmeiras,1,0,H
Santos,Botafogo-RJ,1,0,H
Vasco,Corinthians,2,5,A
Sport,Flamengo,2,0,H
Atletico-GO,Ponte Preta,3,0,H
Sao Paulo,Vitoria,2,0,H
Chapecoense,Gremio,3,6,A
Bahia,Cruzeiro,1,0,H
Palmeiras,Fluminense,3,1,H
Vasco,Sport,2,1,H
Botafogo-RJ,Coritiba,2,2,D
Ponte Preta,Chapecoense,3,2,H
Corinthians,Sao Paulo,3,2,H
Vitoria,Atletico-MG,2,0,H
Avai,Flamengo,1,1,D
Cruzeiro,Atletico-GO,2,0,H
Athletico-PR,Santos,0,2,A
Gremio,Bahia,1,0,H
Atletico-GO,Avai,3,1,H
Atletico-MG,Athletico-PR,0,1,A
Vitoria,Botafogo-RJ,2,2,D
Sport,Sao Paulo,0,0,D
Flamengo,Ponte Preta,2,0,H
Chapecoense,Vasco,2,1,H
Santos,Palmeiras,1,0,H
Corinthians,Cruzeiro,1,0,H
Coritiba,Bahia,0,0,D
Fluminense,Gremio,0,2,A
Atletico-GO,Athletico-PR,0,1,A
Vasco,Avai,1,0,H
Santos,Ponte Preta,0,0,D
Coritiba,Corinthians,0,0,D
Chapecoense,Botafogo-RJ,0,2,A
Sao Paulo,Atletico-MG,1,2,A
Bahia,Palmeiras,2,4,A
Fluminense,Flamengo,2,2,D
Sport,Vitoria,1,3,A
Cruzeiro,Gremio,3,3,D
Vitoria,Santos,0,2,A
Botafogo-RJ,Vasco,3,1,H
Palmeiras,Atletico-GO,1,0,H
Athletico-PR,Sao Paulo,1,0,H
Atletico-MG,Sport,2,2,D
Avai,Fluminense,0,3,A
Ponte Preta,Cruzeiro,1,0,H
Corinthians,Bahia,3,0,H
Gremio,Coritiba,2,0,H
Flamengo,Chapecoense,5,1,H
Santos,Sport,0,1,A
Vasco,Atletico-GO,1,0,H
Cruzeiro,Coritiba,2,0,H
Gremio,Corinthians,0,1,A
Sao Paulo,Fluminense,1,1,D
Athletico-PR,Vitoria,4,1,H
Ponte Preta,Palmeiras,1,2,A
Bahia,Flamengo,0,1,A
Chapecoense,Atletico-MG,0,1,A
Botafogo-RJ,Avai,0,2,A
Palmeiras,Gremio,1,0,H
Atletico-GO,Santos,1,1,D
Atletico-MG,Cruzeiro,3,1,H
Sport,Athletico-PR,1,0,H
Corinthians,Botafogo-RJ,1,0,H
Vitoria,Bahia,0,0,D
Flamengo,Sao Paulo,2,0,H
Coritiba,Vasco,2,2,D
Avai,Ponte Preta,0,0,D
Fluminense,Chapecoense,3,3,D
Atletico-GO,Vitoria,1,2,A
Vasco,Flamengo,0,1,A
Corinthians,Ponte Preta,2,0,H
Chapecoense,Athletico-PR,1,1,D
Bahia,Fluminense,1,1,D
Gremio,Avai,0,2,A
Cruzeiro,Palmeiras,3,1,H
Santos,Sao Paulo,3,2,H
Botafogo-RJ,Atletico-MG,1,1,D
Coritiba,Sport,0,3,A
Ponte Preta,Bahia,0,3,A
Atletico-MG,Santos,0,1,A
Fluminense,Botafogo-RJ,0,1,A
Palmeiras,Corinthians,0,2,A
Athletico-PR,Cruzeiro,0,2,A
Vitoria,Vasco,1,4,A
Sao Paulo,Atletico-GO,2,2,D
Sport,Chapecoense,3,0,H
Flamengo,Gremio,0,1,A
Avai,Coritiba,1,4,A
Corinthians,Athletico-PR,2,2,D
Palmeiras,Vitoria,4,2,H
Vasco,Santos,0,0,D
Atletico-GO,Atletico-MG,1,2,A
Chapecoense,Sao Paulo,2,0,H
Cruzeiro,Flamengo,1,1,D
Gremio,Ponte Preta,3,1,H
